Id;UserId;SongId;Rate
6652;666;1131;1
6653;666;2405;1
6654;666;1040;4
6655;666;4743;5
6656;666;5442;3
6657;666;2539;2
6658;666;5427;3
6659;666;943;4
6660;666;3195;3
6661;667;2303;1
6662;667;2035;2
6663;667;934;3
6664;667;1599;1
6665;667;1800;5
6666;667;3301;2
6667;667;5767;1
6668;667;976;3
6669;667;2509;1
6670;667;2627;4
6671;668;4072;3
6672;668;3387;5
6673;668;4397;4
6674;668;2415;5
6675;668;2075;1
6676;668;4132;3
6677;668;454;5
6678;668;4906;5
6679;668;4830;5
6680;668;5459;2
6681;669;4625;2
6682;669;2042;5
6683;669;3726;1
6684;669;1651;2
6685;669;4071;3
6686;669;5591;5
6687;669;4137;2
6688;669;5130;1
6689;669;524;3
6690;669;2059;3
6691;670;884;2
6692;670;872;5
6693;670;2539;1
6694;670;1488;1
6695;670;4157;4
6696;670;4745;5
6697;670;1555;4
6698;670;4329;5
6699;670;3739;3
6700;670;601;4
6701;671;2148;3
6702;671;1103;1
6703;671;347;1
6704;671;2698;4
6705;671;3132;3
6706;671;830;3
6707;671;2664;4
6708;671;5920;5
6709;671;4895;3
6710;671;611;5
6711;672;4988;3
6712;672;3562;4
6713;672;596;2
6714;672;1414;4
6715;672;4500;5
6716;672;260;1
6717;672;4238;1
6718;672;5212;4
6719;672;3457;1
6720;672;2138;3
6721;673;5093;4
6722;673;636;5
6723;673;452;4
6724;673;450;1
6725;673;1742;5
6726;673;3199;3
6727;673;847;3
6728;673;2908;1
6729;673;4188;5
6730;673;3259;5
6731;674;2577;4
6732;674;2054;3
6733;674;1166;1
6734;674;4228;5
6735;674;3310;3
6736;674;3521;3
6737;674;1695;2
6738;674;1027;1
6739;674;4449;2
6740;674;3241;5
6741;675;2926;1
6742;675;4147;1
6743;675;235;2
6744;675;5843;4
6745;675;3000;4
6746;675;3251;4
6747;675;275;5
6748;675;1124;2
6749;675;2918;4
6750;675;3897;2
6751;676;507;2
6752;676;2272;4
6753;676;872;4
6754;676;1601;4
6755;676;1438;4
6756;676;1511;3
6757;676;651;3
6758;676;5826;4
6759;676;955;3
6760;676;5862;5
6761;677;5912;5
6762;677;5686;1
6763;677;1731;3
6764;677;1635;3
6765;677;3963;5
6766;677;2934;3
6767;677;2396;5
6768;677;2298;2
6769;677;4034;3
6770;677;978;3
6771;678;4495;3
6772;678;3210;3
6773;678;763;1
6774;678;216;5
6775;678;5141;1
6776;678;945;1
6777;678;401;3
6778;678;539;3
6779;678;3380;5
6780;678;4421;3
6781;679;2923;1
6782;679;5652;1
6783;679;5920;5
6784;679;291;4
6785;679;2752;2
6786;679;304;3
6787;679;1182;5
6788;679;5495;2
6789;679;2790;1
6790;679;1798;3
6791;680;2870;1
6792;680;1799;3
6793;680;72;2
6794;680;4517;2
6795;680;3258;5
6796;680;3170;5
6797;680;2415;2
6798;680;4529;3
6799;680;1879;2
6800;680;66;5
6801;681;855;5
6802;681;3907;3
6803;681;3020;1
6804;681;1939;5
6805;681;5331;4
6806;681;3226;3
6807;681;1509;2
6808;681;656;1
6809;681;2389;1
6810;681;492;2
6811;682;1110;5
6812;682;112;2
6813;682;2445;2
6814;682;2464;4
6815;682;2938;1
6816;682;259;4
6817;682;5695;5
6818;682;1440;5
6819;682;4813;1
6820;682;3658;1
6821;683;1752;2
6822;683;2830;2
6823;683;5437;3
6824;683;2235;5
6825;683;4038;1
6826;683;2695;4
6827;683;3138;5
6828;683;2175;2
6829;683;2887;5
6830;683;1970;1
6831;684;4459;4
6832;684;1801;2
6833;684;4589;1
6834;684;3314;4
6835;684;3565;4
6836;684;4946;4
6837;684;2632;3
6838;684;3981;4
6839;684;889;2
6840;684;5455;1
6841;685;4725;5
6842;685;526;2
6843;685;3106;1
6844;685;2298;4
6845;685;688;2
6846;685;2757;2
6847;685;5284;5
6848;685;3537;3
6849;685;1579;5
6850;685;2999;2
6851;686;3405;4
6852;686;974;2
6853;686;5646;2
6854;686;4150;1
6855;686;4243;2
6856;686;3955;1
6857;686;4400;3
6858;686;785;5
6859;686;3830;3
6860;686;2636;3
6861;687;88;2
6862;687;5263;3
6863;687;3698;2
6864;687;418;4
6865;687;1962;2
6866;687;5239;1
6867;687;1452;2
6868;687;5060;2
6869;687;4829;2
6870;687;3922;3
6871;688;3557;2
6872;688;1714;1
6873;688;551;5
6874;688;5287;3
6875;688;4863;3
6876;688;1226;5
6877;688;5654;4
6878;688;3139;1
6879;688;1547;1
6880;688;1281;2
6881;689;3341;2
6882;689;5531;1
6883;689;596;1
6884;689;5818;1
6885;689;4495;1
6886;689;3484;1
6887;689;2084;5
6888;689;439;4
6889;689;5000;1
6890;689;5540;1
6891;690;546;4
6892;690;1846;2
6893;690;150;4
6894;690;4182;4
6895;690;5367;3
6896;690;5392;5
6897;690;2757;3
6898;690;2687;1
6899;690;335;3
6900;690;1378;5
6901;691;1304;5
6902;691;223;1
6903;691;4638;5
6904;691;3586;1
6905;691;5371;4
6906;691;1691;2
6907;691;423;5
6908;691;359;4
6909;691;5217;5
6910;691;3017;4
6911;692;4230;1
6912;692;1260;1
6913;692;5168;4
6914;692;2549;5
6915;692;5224;2
6916;692;486;3
6917;692;4666;2
6918;692;3810;4
6919;692;1853;2
6920;692;4407;1
6921;693;3154;4
6922;693;1013;3
6923;693;59;5
6924;693;5218;1
6925;693;3376;4
6926;693;1710;3
6927;693;1563;4
6928;693;2299;3
6929;693;5849;3
6930;693;5400;3
6931;694;4398;4
6932;694;2966;2
6933;694;2804;1
6934;694;168;4
6935;694;5906;1
6936;694;3118;4
6937;694;893;1
6938;694;2939;5
6939;694;446;2
6940;694;3061;4
6941;695;1725;5
6942;695;1152;3
6943;695;1982;4
6944;695;1310;3
6945;695;5215;4
6946;695;2608;2
6947;695;3531;5
6948;695;4887;5
6949;695;4880;5
6950;695;725;3
6951;696;4877;2
6952;696;834;4
6953;696;1857;3
6954;696;4154;2
6955;696;291;5
6956;696;163;3
6957;696;5349;1
6958;696;210;1
6959;696;3661;5
6960;696;127;5
6961;697;4054;2
6962;697;439;3
6963;697;5746;3
6964;697;4549;1
6965;697;1263;3
6966;697;4386;4
6967;697;5000;3
6968;697;2573;2
6969;697;2106;1
6970;697;5523;2
6971;698;1727;2
6972;698;3363;2
6973;698;4978;2
6974;698;1346;3
6975;698;1428;1
6976;698;5791;2
6977;698;4006;3
6978;698;3908;1
6979;698;4090;1
6980;698;5031;2
6981;699;3961;3
6982;699;3341;3
6983;699;968;1
6984;699;4675;5
6985;699;5451;5
6986;699;2132;3
6987;699;946;4
6988;699;1943;3
6989;699;5614;5
6990;699;2954;4
6991;700;1473;3
6992;700;2728;3
6993;700;2715;3
6994;700;2676;1
6995;700;4937;5
6996;700;1286;1
6997;700;1335;3
6998;700;3363;2
6999;700;46;4
7000;700;829;1
7001;701;3538;1
7002;701;958;1
7003;701;2781;2
7004;701;5286;3
7005;701;4928;3
7006;701;1513;3
7007;701;1785;5
7008;701;511;3
7009;701;2725;5
7010;701;429;1
7011;702;2086;4
7012;702;1441;4
7013;702;2050;5
7014;702;4559;2
7015;702;2096;1
7016;702;712;2
7017;702;5400;1
7018;702;1070;2
7019;702;5027;3
7020;702;5061;4
7021;703;3439;4
7022;703;3056;2
7023;703;2888;2
7024;703;5081;3
7025;703;4050;2
7026;703;4928;2
7027;703;648;2
7028;703;2302;1
7029;703;2338;3
7030;703;142;5
7031;704;4455;2
7032;704;643;1
7033;704;3862;1
7034;704;3261;5
7035;704;1493;4
7036;704;3002;3
7037;704;560;5
7038;704;1612;2
7039;704;5677;5
7040;704;3938;3
7041;705;346;3
7042;705;435;3
7043;705;5147;2
7044;705;5184;2
7045;705;868;2
7046;705;32;5
7047;705;678;3
7048;705;4085;5
7049;705;580;5
7050;705;4224;2
7051;706;1815;3
7052;706;264;1
7053;706;4266;5
7054;706;915;1
7055;706;3319;3
7056;706;481;5
7057;706;4000;2
7058;706;3629;5
7059;706;1236;5
7060;706;5929;1
7061;707;864;4
7062;707;5413;3
7063;707;4103;1
7064;707;2583;5
7065;707;1904;2
7066;707;1443;2
7067;707;3508;1
7068;707;4719;3
7069;707;3065;2
7070;707;5023;4
7071;708;152;4
7072;708;3788;2
7073;708;1323;1
7074;708;1089;5
7075;708;4714;2
7076;708;3004;2
7077;708;3838;3
7078;708;3633;4
7079;708;4212;3
7080;708;4018;1
7081;709;4250;3
7082;709;2492;2
7083;709;1722;1
7084;709;4043;4
7085;709;4257;3
7086;709;4190;1
7087;709;2306;4
7088;709;2947;4
7089;709;5871;1
7090;709;1012;5
7091;710;4932;3
7092;710;2860;3
7093;710;375;1
7094;710;5677;3
7095;710;3073;1
7096;710;863;5
7097;710;2262;2
7098;710;2564;5
7099;710;3280;4
7100;710;5355;5
7101;711;2453;1
7102;711;1889;3
7103;711;1020;2
7104;711;1486;1
7105;711;4072;3
7106;711;3956;1
7107;711;4871;3
7108;711;3177;5
7109;711;2130;1
7110;711;314;3
7111;712;2572;3
7112;712;367;4
7113;712;5346;3
7114;712;3148;2
7115;712;1679;1
7116;712;4302;5
7117;712;3691;2
7118;712;59;1
7119;712;4255;5
7120;712;3643;4
7121;713;5066;1
7122;713;561;2
7123;713;4777;2
7124;713;2053;1
7125;713;91;4
7126;713;3222;3
7127;713;3412;5
7128;713;1576;1
7129;713;3945;2
7130;713;3850;3
7131;714;742;3
7132;714;1274;4
7133;714;352;4
7134;714;4787;3
7135;714;1564;4
7136;714;2360;5
7137;714;1472;2
7138;714;235;5
7139;714;5901;5
7140;714;300;2
7141;715;5249;1
7142;715;5059;4
7143;715;816;1
7144;715;5557;1
7145;715;4369;1
7146;715;4564;5
7147;715;3443;2
7148;715;3157;2
7149;715;3997;2
7150;715;4700;1
7151;716;3102;2
7152;716;2202;1
7153;716;4239;5
7154;716;5567;3
7155;716;288;2
7156;716;1891;4
7157;716;3042;5
7158;716;4897;1
7159;716;1395;1
7160;716;849;4
7161;717;543;5
7162;717;3294;4
7163;717;5161;1
7164;717;4210;2
7165;717;5502;3
7166;717;1298;4
7167;717;15;2
7168;717;559;1
7169;717;1583;3
7170;717;5248;3
7171;718;2830;1
7172;718;3455;1
7173;718;88;5
7174;718;3955;1
7175;718;4323;2
7176;718;7;1
7177;718;5675;5
7178;718;5150;5
7179;718;3613;4
7180;718;1456;2
7181;719;5708;3
7182;719;255;1
7183;719;3509;3
7184;719;5174;1
7185;719;748;2
7186;719;4470;2
7187;719;2964;3
7188;719;714;3
7189;719;4498;5
7190;719;5603;5
7191;720;5248;3
7192;720;2505;1
7193;720;4770;3
7194;720;5051;4
7195;720;5686;2
7196;720;1955;3
7197;720;5827;4
7198;720;2536;3
7199;720;54;5
7200;720;3071;1
7201;721;4549;2
7202;721;2884;1
7203;721;1574;1
7204;721;4678;1
7205;721;1870;3
7206;721;5576;4
7207;721;2113;4
7208;721;283;2
7209;721;1244;1
7210;721;281;5
7211;722;2145;2
7212;722;3821;2
7213;722;1283;1
7214;722;5869;3
7215;722;1070;4
7216;722;288;2
7217;722;5715;3
7218;722;5916;5
7219;722;3461;5
7220;722;1032;1
7221;723;4263;4
7222;723;5230;3
7223;723;1990;3
7224;723;1909;1
7225;723;325;4
7226;723;4615;3
7227;723;967;4
7228;723;4198;5
7229;723;2367;4
7230;723;109;2
7231;724;3139;3
7232;724;5095;1
7233;724;542;4
7234;724;2836;2
7235;724;2824;3
7236;724;4610;2
7237;724;4760;4
7238;724;3304;1
7239;724;1102;1
7240;724;2356;1
7241;725;2681;2
7242;725;5399;1
7243;725;4216;3
7244;725;3458;3
7245;725;1426;1
7246;725;1221;1
7247;725;4831;5
7248;725;3980;2
7249;725;5398;5
7250;725;2170;3
7251;726;5841;5
7252;726;5004;2
7253;726;4952;1
7254;726;4737;2
7255;726;5249;4
7256;726;893;3
7257;726;5595;1
7258;726;4678;2
7259;726;1545;1
7260;726;960;3
7261;727;1146;4
7262;727;2015;4
7263;727;4806;2
7264;727;172;2
7265;727;4935;1
7266;727;4656;5
7267;727;741;2
7268;727;3032;1
7269;727;4176;4
7270;727;1608;1
7271;728;954;2
7272;728;2612;1
7273;728;2359;2
7274;728;4606;2
7275;728;1582;4
7276;728;5760;2
7277;728;3704;3
7278;728;4381;5
7279;728;4503;4
7280;728;5033;2
7281;729;5714;3
7282;729;2916;5
7283;729;4730;3
7284;729;197;1
7285;729;198;4
7286;729;4065;1
7287;729;143;4
7288;729;1735;5
7289;729;3517;2
7290;729;1930;3
7291;730;4945;4
7292;730;82;5
7293;730;1758;3
7294;730;141;1
7295;730;1209;2
7296;730;665;2
7297;730;593;3
7298;730;4044;1
7299;730;4452;2
7300;730;2700;5
7301;731;480;2
7302;731;1798;2
7303;731;5733;3
7304;731;3789;3
7305;731;1215;4
7306;731;3228;1
7307;731;2645;3
7308;731;345;2
7309;731;3154;2
7310;731;5418;1
7311;732;3119;1
7312;732;1213;5
7313;732;175;3
7314;732;2442;4
7315;732;1175;1
7316;732;4159;2
7317;732;3215;4
7318;732;4609;5
7319;732;5904;3
7320;732;870;4
7321;733;4513;3
7322;733;4935;2
7323;733;5445;3
7324;733;2245;4
7325;733;2592;5
7326;733;871;1
7327;733;853;2
7328;733;2217;1
7329;733;3396;1
7330;733;917;2
7331;734;5167;4
7332;734;5589;1
7333;734;5859;1
7334;734;1802;2
7335;734;4552;5
7336;734;3916;4
7337;734;3113;1
7338;734;940;5
7339;734;4911;1
7340;734;2899;2
7341;735;1419;2
7342;735;5727;1
7343;735;4510;2
7344;735;4028;5
7345;735;4741;4
7346;735;3732;5
7347;735;5837;1
7348;735;5246;5
7349;735;4896;5
7350;735;2980;2
7351;736;3380;5
7352;736;1913;2
7353;736;4070;2
7354;736;3581;1
7355;736;4117;3
7356;736;1474;4
7357;736;2283;2
7358;736;3488;3
7359;736;1197;2
7360;736;344;1
7361;737;2374;2
7362;737;428;1
7363;737;2879;1
7364;737;2237;3
7365;737;251;1
7366;737;3459;4
7367;737;1284;2
7368;737;4302;5
7369;737;3819;1
7370;737;3189;4
7371;738;1046;5
7372;738;2274;3
7373;738;5628;4
7374;738;3004;4
7375;738;5380;1
7376;738;4715;3
7377;738;425;4
7378;738;1416;3
7379;738;3434;1
7380;738;4790;5
7381;739;964;5
7382;739;1537;1
7383;739;3250;5
7384;739;416;3
7385;739;3466;1
7386;739;3254;1
7387;739;1519;3
7388;739;2278;3
7389;739;3615;2
7390;739;3078;5
7391;740;1632;1
7392;740;5554;2
7393;740;5672;2
7394;740;4567;4
7395;740;524;2
7396;740;991;5
7397;740;2848;3
7398;740;2272;1
7399;740;3777;2
7400;740;1281;2
7401;741;2447;5
7402;741;1534;5
7403;741;1427;2
7404;741;1707;4
7405;741;1933;1
7406;741;1105;1
7407;741;2215;4
7408;741;1065;2
7409;741;4130;5
7410;741;5332;1
7411;742;1048;4
7412;742;866;3
7413;742;54;2
7414;742;2337;5
7415;742;5309;1
7416;742;837;1
7417;742;3107;5
7418;742;2462;2
7419;742;4700;4
7420;742;2927;4
7421;743;1940;5
7422;743;4936;2
7423;743;687;1
7424;743;741;1
7425;743;1556;4
7426;743;1421;2
7427;743;2531;5
7428;743;1060;5
7429;743;2480;1
7430;743;4389;5
7431;744;1867;2
7432;744;4082;2
7433;744;3569;5
7434;744;2152;2
7435;744;2342;3
7436;744;5360;3
7437;744;110;2
7438;744;1543;1
7439;744;4412;3
7440;744;2361;3
7441;745;1039;2
7442;745;454;4
7443;745;4077;4
7444;745;4213;1
7445;745;2029;5
7446;745;766;2
7447;745;5500;4
7448;745;3335;1
7449;745;5188;2
7450;745;5617;5
7451;746;3814;3
7452;746;385;5
7453;746;3502;2
7454;746;849;2
7455;746;5271;2
7456;746;3441;2
7457;746;847;3
7458;746;685;1
7459;746;150;3
7460;746;511;3
7461;747;4503;4
7462;747;1154;2
7463;747;4514;5
7464;747;5671;3
7465;747;3464;2
7466;747;2896;5
7467;747;3226;2
7468;747;3831;3
7469;747;5924;5
7470;747;5879;1
7471;748;727;2
7472;748;1563;3
7473;748;3979;3
7474;748;2339;3
7475;748;1888;4
7476;748;1485;3
7477;748;858;3
7478;748;2404;3
7479;748;4641;3
7480;748;789;5
7481;749;1851;1
7482;749;5126;2
7483;749;1802;2
7484;749;2793;1
7485;749;574;4
7486;749;1481;2
7487;749;580;5
7488;749;2719;2
7489;749;2810;3
7490;749;4831;2
7491;750;4513;5
7492;750;5354;1
7493;750;1392;5
7494;750;3901;5
7495;750;3787;4
7496;750;5814;5
7497;750;1869;4
7498;750;4336;4
7499;750;748;4
7500;750;5063;3
7501;751;3469;2
7502;751;1668;1
7503;751;3341;5
7504;751;5238;5
7505;751;4889;1
7506;751;2250;5
7507;751;2335;1
7508;751;1163;3
7509;751;4891;3
7510;751;3786;3
7511;752;2582;1
7512;752;4372;4
7513;752;1974;5
7514;752;5290;4
7515;752;4590;1
7516;752;5307;5
7517;752;5281;4
7518;752;1721;3
7519;752;5096;4
7520;752;1983;3
7521;753;2315;5
7522;753;506;5
7523;753;1021;3
7524;753;1093;2
7525;753;1366;3
7526;753;1302;2
7527;753;170;2
7528;753;78;3
7529;753;4481;3
7530;753;2003;1
7531;754;5545;5
7532;754;2452;5
7533;754;1656;5
7534;754;5508;3
7535;754;3250;1
7536;754;182;4
7537;754;1785;2
7538;754;2494;1
7539;754;3833;4
7540;754;4253;5
7541;755;5075;4
7542;755;5347;2
7543;755;3758;2
7544;755;4954;2
7545;755;2248;4
7546;755;140;1
7547;755;3380;3
7548;755;2032;1
7549;755;5240;4
7550;755;4410;2
7551;756;533;5
7552;756;147;4
7553;756;5169;5
7554;756;4694;4
7555;756;2747;4
7556;756;2963;2
7557;756;647;1
7558;756;2247;2
7559;756;3872;4
7560;756;3587;3
7561;757;2079;2
7562;757;2257;2
7563;757;2611;2
7564;757;2888;1
7565;757;4170;1
7566;757;130;1
7567;757;2715;2
7568;757;2395;3
7569;757;2040;1
7570;757;4407;1
7571;758;3522;2
7572;758;2787;1
7573;758;3818;3
7574;758;842;3
7575;758;2837;2
7576;758;2898;4
7577;758;2678;2
7578;758;1996;1
7579;758;4775;1
7580;758;1225;3
7581;759;3852;1
7582;759;4068;5
7583;759;767;3
7584;759;70;5
7585;759;1469;1
7586;759;5397;4
7587;759;3212;4
7588;759;2892;3
7589;759;2761;5
7590;759;286;4
7591;760;5465;3
7592;760;5467;4
7593;760;4551;1
7594;760;246;4
7595;760;2173;1
7596;760;2818;1
7597;760;2735;4
7598;760;869;5
7599;760;783;4
7600;760;2117;3
7601;761;3354;3
7602;761;985;3
7603;761;5921;5
7604;761;832;1
7605;761;888;4
7606;761;3676;2
7607;761;2259;5
7608;761;4326;1
7609;761;1856;5
7610;761;5779;1
7611;762;284;4
7612;762;4580;3
7613;762;3402;5
7614;762;2646;1
7615;762;5664;1
7616;762;3941;1
7617;762;1489;4
7618;762;2540;2
7619;762;1419;3
7620;762;4702;4
7621;763;2847;1
7622;763;5753;3
7623;763;5563;4
7624;763;1753;5
7625;763;4872;1
7626;763;3984;2
7627;763;4165;3
7628;763;3572;2
7629;763;4598;5
7630;763;19;1
7631;764;162;4
7632;764;1809;1
7633;764;1212;4
7634;764;2657;2
7635;764;3801;2
7636;764;2867;1
7637;764;4077;5
7638;764;5864;1
7639;764;5112;5
7640;764;3722;2
7641;765;3138;4
7642;765;4815;1
7643;765;1035;3
7644;765;2912;3
7645;765;2;5
7646;765;885;3
7647;765;2065;4
7648;765;1904;4
7649;765;511;2
7650;765;4162;3
7651;766;1329;2
7652;766;194;3
7653;766;5380;5
7654;766;2011;5
7655;766;5199;1
7656;766;3530;1
7657;766;1351;4
7658;766;4167;2
7659;766;1890;4
7660;766;2833;1
7661;767;5441;3
7662;767;4617;3
7663;767;5658;5
7664;767;1837;4
7665;767;5616;1
7666;767;4405;2
7667;767;3367;3
7668;767;744;1
7669;767;4775;2
7670;767;2797;4
7671;768;5794;3
7672;768;1554;5
7673;768;3357;1
7674;768;3626;2
7675;768;1564;5
7676;768;3962;3
7677;768;4718;2
7678;768;2651;1
7679;768;1751;5
7680;768;3987;3
7681;769;1919;2
7682;769;2260;5
7683;769;3061;4
7684;769;436;5
7685;769;4620;2
7686;769;5897;2
7687;769;2358;5
7688;769;5131;5
7689;769;3388;1
7690;769;270;1
7691;770;1515;2
7692;770;5839;1
7693;770;3974;2
7694;770;2279;4
7695;770;4211;2
7696;770;4450;2
7697;770;5087;5
7698;770;5128;3
7699;770;3226;1
7700;770;1526;2
7701;771;3447;3
7702;771;1321;2
7703;771;3059;4
7704;771;3643;3
7705;771;4298;5
7706;771;5704;1
7707;771;2766;3
7708;771;1754;1
7709;771;446;4
7710;771;1237;1
7711;772;4742;2
7712;772;4630;2
7713;772;2416;2
7714;772;3833;5
7715;772;914;2
7716;772;3180;2
7717;772;1555;2
7718;772;5222;3
7719;772;3146;1
7720;772;5648;3
7721;773;2046;1
7722;773;4165;2
7723;773;3286;3
7724;773;4505;1
7725;773;1282;1
7726;773;5884;2
7727;773;3510;4
7728;773;1078;1
7729;773;5344;3
7730;773;3043;2
7731;774;4804;4
7732;774;5520;3
7733;774;5355;4
7734;774;224;1
7735;774;539;3
7736;774;598;4
7737;774;5131;4
7738;774;5347;4
7739;774;2067;3
7740;774;4845;4
7741;775;3131;5
7742;775;604;2
7743;775;4685;1
7744;775;2150;5
7745;775;1458;4
7746;775;2814;4
7747;775;3423;3
7748;775;140;1
7749;775;1365;1
7750;775;1031;5
7751;776;2895;3
7752;776;5795;3
7753;776;1981;1
7754;776;3507;2
7755;776;5410;3
7756;776;5212;4
7757;776;3964;1
7758;776;4483;2
7759;776;2360;3
7760;776;4344;1
7761;777;2194;3
7762;777;1688;1
7763;777;2340;1
7764;777;3332;5
7765;777;2362;1
7766;777;5151;4
7767;777;5205;4
7768;777;2191;5
7769;777;3294;5
7770;777;315;1
7771;778;3978;3
7772;778;2138;2
7773;778;3154;3
7774;778;4231;5
7775;778;2517;3
7776;778;1442;2
7777;778;5410;1
7778;778;1135;5
7779;778;3046;4
7780;778;4397;2
7781;779;2460;3
7782;779;3369;3
7783;779;5643;3
7784;779;4312;4
7785;779;148;3
7786;779;4939;2
7787;779;3539;5
7788;779;1847;1
7789;779;744;1
7790;779;1257;4
7791;780;2563;2
7792;780;647;1
7793;780;2987;2
7794;780;3653;2
7795;780;2651;1
7796;780;1442;1
7797;780;4193;5
7798;780;1352;5
7799;780;5717;1
7800;780;2236;2
7801;781;3539;1
7802;781;1231;2
7803;781;2775;1
7804;781;1049;4
7805;781;2982;5
7806;781;756;1
7807;781;2640;2
7808;781;3680;1
7809;781;990;3
7810;781;3967;1
7811;782;5732;2
7812;782;2828;1
7813;782;1437;3
7814;782;3893;5
7815;782;1883;3
7816;782;4754;3
7817;782;1975;4
7818;782;3957;1
7819;782;3184;1
7820;782;3353;2
7821;783;1612;3
7822;783;3358;4
7823;783;1447;4
7824;783;2037;5
7825;783;3682;2
7826;783;3331;5
7827;783;5080;3
7828;783;5431;2
7829;783;1580;3
7830;783;1074;5
7831;784;3178;1
7832;784;4057;1
7833;784;1348;2
7834;784;809;4
7835;784;857;3
7836;784;1228;5
7837;784;593;2
7838;784;4593;1
7839;784;1329;3
7840;784;5321;1
7841;785;2298;5
7842;785;5789;4
7843;785;856;2
7844;785;2707;3
7845;785;1455;1
7846;785;5664;1
7847;785;5140;2
7848;785;5023;2
7849;785;1769;3
7850;785;3826;4
7851;786;5397;1
7852;786;236;4
7853;786;4098;3
7854;786;2364;2
7855;786;624;3
7856;786;181;5
7857;786;5714;4
7858;786;738;3
7859;786;3297;1
7860;786;5581;3
7861;787;1606;5
7862;787;3139;5
7863;787;2099;2
7864;787;5845;2
7865;787;788;3
7866;787;1674;1
7867;787;1480;2
7868;787;627;1
7869;787;3035;3
7870;787;654;1
7871;788;4160;5
7872;788;3311;3
7873;788;2627;2
7874;788;3792;4
7875;788;1055;3
7876;788;1753;4
7877;788;2501;2
7878;788;4670;2
7879;788;582;5
7880;788;3947;4
7881;789;4120;3
7882;789;57;4
7883;789;3662;4
7884;789;3683;5
7885;789;1607;3
7886;789;2942;2
7887;789;5889;1
7888;789;4914;3
7889;789;185;1
7890;789;676;3
7891;790;1444;5
7892;790;5785;1
7893;790;1296;3
7894;790;1678;3
7895;790;3715;5
7896;790;5089;3
7897;790;3689;5
7898;790;941;3
7899;790;1918;4
7900;790;5710;3
7901;791;4184;2
7902;791;4513;3
7903;791;1988;5
7904;791;1114;1
7905;791;5595;1
7906;791;2085;1
7907;791;3538;3
7908;791;305;4
7909;791;1308;4
7910;791;4800;3
7911;792;3610;1
7912;792;1044;5
7913;792;156;5
7914;792;5279;5
7915;792;1461;1
7916;792;1548;4
7917;792;5407;1
7918;792;4346;1
7919;792;4238;3
7920;792;3775;4
7921;793;1714;2
7922;793;2496;3
7923;793;441;3
7924;793;2359;1
7925;793;5140;5
7926;793;4305;2
7927;793;2014;3
7928;793;949;3
7929;793;77;2
7930;793;1896;4
7931;794;3994;3
7932;794;1560;2
7933;794;2751;3
7934;794;801;3
7935;794;5693;1
7936;794;5537;1
7937;794;3998;1
7938;794;2547;2
7939;794;4018;2
7940;794;5451;1
7941;795;5334;4
7942;795;5584;1
7943;795;3605;2
7944;795;1314;2
7945;795;2995;5
7946;795;400;5
7947;795;5628;1
7948;795;1947;2
7949;795;216;1
7950;795;2166;3
7951;796;5611;2
7952;796;5272;3
7953;796;2632;3
7954;796;4073;2
7955;796;3996;4
7956;796;1687;3
7957;796;4071;3
7958;796;5559;3
7959;796;1904;4
7960;796;1289;3
7961;797;71;1
7962;797;2588;5
7963;797;228;2
7964;797;5342;2
7965;797;806;3
7966;797;2050;3
7967;797;4223;1
7968;797;5285;5
7969;797;5516;2
7970;797;1853;3
7971;798;3480;5
7972;798;2859;2
7973;798;327;1
7974;798;4717;2
7975;798;4371;2
7976;798;2060;1
7977;798;4821;5
7978;798;5056;2
7979;798;5293;4
7980;798;4740;5
7981;799;4607;5
7982;799;67;5
7983;799;732;2
7984;799;3840;3
7985;799;2214;5
7986;799;4651;3
7987;799;4857;4
7988;799;2735;5
7989;799;4006;3
7990;799;1465;2
7991;800;4369;1
7992;800;643;1
7993;800;2728;1
7994;800;5380;4
7995;800;2745;4
7996;800;5356;2
7997;800;4192;4
7998;800;508;5
7999;800;945;1
8000;800;2107;1
8001;801;342;2
8002;801;2361;4
8003;801;4293;4
8004;801;4616;5
8005;801;2752;2
8006;801;4945;2
8007;801;3845;2
8008;801;5632;2
8009;801;1935;1
8010;801;2796;2
8011;802;4944;2
8012;802;265;2
8013;802;3093;2
8014;802;2611;3
8015;802;3;2
8016;802;1855;1
8017;802;2317;1
8018;802;3128;3
8019;802;2084;1
8020;802;3122;5
8021;803;5545;4
8022;803;2550;5
8023;803;1510;1
8024;803;388;1
8025;803;5040;4
8026;803;2216;3
8027;803;3528;5
8028;803;5266;2
8029;803;1625;2
8030;803;2634;4
8031;804;629;2
8032;804;4548;5
8033;804;4347;3
8034;804;2633;2
8035;804;4264;5
8036;804;3636;4
8037;804;2369;3
8038;804;5154;1
8039;804;5392;1
8040;804;5636;2
8041;805;1012;1
8042;805;4905;5
8043;805;799;2
8044;805;1210;3
8045;805;2450;2
8046;805;4104;2
8047;805;3479;2
8048;805;116;2
8049;805;5377;1
8050;805;890;1
8051;806;3038;5
8052;806;1063;3
8053;806;4353;3
8054;806;3752;1
8055;806;2491;1
8056;806;3722;2
8057;806;851;2
8058;806;3905;2
8059;806;5506;2
8060;806;535;2
8061;807;1416;1
8062;807;4508;2
8063;807;4006;4
8064;807;5231;1
8065;807;2166;5
8066;807;396;4
8067;807;1847;2
8068;807;460;5
8069;807;4277;2
8070;807;2296;2
8071;808;5416;2
8072;808;3093;3
8073;808;3666;1
8074;808;2378;2
